,Country,ISO3 Code,Date,Price (EUR/MWhe)
63831,Norway,NOR,2016-09-21,25.87
63832,Norway,NOR,2016-09-22,25.55
63833,Norway,NOR,2016-09-23,25.28
63834,Norway,NOR,2016-09-24,24.7
63835,Norway,NOR,2016-09-25,23.4
63836,Norway,NOR,2016-09-26,25.96
63837,Norway,NOR,2016-09-27,24.69
63838,Norway,NOR,2016-09-28,22.67
63839,Norway,NOR,2016-09-29,22.56
63840,Norway,NOR,2016-09-30,24.1
63841,Norway,NOR,2016-10-01,25.45
63842,Norway,NOR,2016-10-02,25.78
63843,Norway,NOR,2016-10-03,27.54
63844,Norway,NOR,2016-10-04,27.92
63845,Norway,NOR,2016-10-05,28.57
63846,Norway,NOR,2016-10-06,28.26
63847,Norway,NOR,2016-10-07,28.89
63848,Norway,NOR,2016-10-08,28.96
63849,Norway,NOR,2016-10-09,29.37
63850,Norway,NOR,2016-10-10,31.44
63851,Norway,NOR,2016-10-11,32.22
63852,Norway,NOR,2016-10-12,33.8
63853,Norway,NOR,2016-10-13,35.39
63854,Norway,NOR,2016-10-14,31.1
63855,Norway,NOR,2016-10-15,30.07
63856,Norway,NOR,2016-10-16,30.42
63857,Norway,NOR,2016-10-17,31.38
63858,Norway,NOR,2016-10-18,32.5
63859,Norway,NOR,2016-10-19,33.36
63860,Norway,NOR,2016-10-20,34.25
63861,Norway,NOR,2016-10-21,34.26
63862,Norway,NOR,2016-10-22,33.58
63863,Norway,NOR,2016-10-23,33.61
63864,Norway,NOR,2016-10-24,35.23
63865,Norway,NOR,2016-10-25,37.4
63866,Norway,NOR,2016-10-26,36.19
63867,Norway,NOR,2016-10-27,34.81
63868,Norway,NOR,2016-10-28,33.2
63869,Norway,NOR,2016-10-29,32.85
63870,Norway,NOR,2016-10-30,35.31
63871,Norway,NOR,2016-10-31,37.66
63872,Norway,NOR,2016-11-01,35.73
63873,Norway,NOR,2016-11-02,37.09
63874,Norway,NOR,2016-11-03,40.64
63875,Norway,NOR,2016-11-04,38.35
63876,Norway,NOR,2016-11-05,37.73
63877,Norway,NOR,2016-11-06,36.82
63878,Norway,NOR,2016-11-07,42.38
63879,Norway,NOR,2016-11-08,46.14
63880,Norway,NOR,2016-11-09,45.64
63881,Norway,NOR,2016-11-10,44.15
63882,Norway,NOR,2016-11-11,44.94
63883,Norway,NOR,2016-11-12,38.56
63884,Norway,NOR,2016-11-13,38.02
63885,Norway,NOR,2016-11-14,38.23
63886,Norway,NOR,2016-11-15,38.04
63887,Norway,NOR,2016-11-16,38.19
63888,Norway,NOR,2016-11-17,36.63
63889,Norway,NOR,2016-11-18,36.05
63890,Norway,NOR,2016-11-19,35.35
63891,Norway,NOR,2016-11-20,35.15
63892,Norway,NOR,2016-11-21,37.14
63893,Norway,NOR,2016-11-22,36.86
63894,Norway,NOR,2016-11-23,36.85
63895,Norway,NOR,2016-11-24,36.49
63896,Norway,NOR,2016-11-25,35.86
63897,Norway,NOR,2016-11-26,32.51
63898,Norway,NOR,2016-11-27,32.95
63899,Norway,NOR,2016-11-28,38.21
63900,Norway,NOR,2016-11-29,36.31
63901,Norway,NOR,2016-11-30,34.31
63902,Norway,NOR,2016-12-01,34.31
63903,Norway,NOR,2016-12-02,35.06
63904,Norway,NOR,2016-12-03,34.63
63905,Norway,NOR,2016-12-04,33.34
63906,Norway,NOR,2016-12-05,33.53
63907,Norway,NOR,2016-12-06,38.08
63908,Norway,NOR,2016-12-07,32.73
63909,Norway,NOR,2016-12-08,30.24
63910,Norway,NOR,2016-12-09,29.7
63911,Norway,NOR,2016-12-10,30.01
63912,Norway,NOR,2016-12-11,30.09
63913,Norway,NOR,2016-12-12,35.13
63914,Norway,NOR,2016-12-13,32.67
63915,Norway,NOR,2016-12-14,32.8
63916,Norway,NOR,2016-12-15,35.09
63917,Norway,NOR,2016-12-16,36.82
63918,Norway,NOR,2016-12-17,31.95
63919,Norway,NOR,2016-12-18,31.05
63920,Norway,NOR,2016-12-19,31.96
63921,Norway,NOR,2016-12-20,31.31
63922,Norway,NOR,2016-12-21,29.66
63923,Norway,NOR,2016-12-22,29.14
63924,Norway,NOR,2016-12-23,28.13
63925,Norway,NOR,2016-12-24,27.1
63926,Norway,NOR,2016-12-25,27.18
63927,Norway,NOR,2016-12-26,26.72
63928,Norway,NOR,2016-12-27,27.99
63929,Norway,NOR,2016-12-28,30.17
63930,Norway,NOR,2016-12-29,29.94
63931,Norway,NOR,2016-12-30,29.06
63932,Norway,NOR,2016-12-31,27.41
63933,Norway,NOR,2017-01-01,28.7
63934,Norway,NOR,2017-01-02,31.84
63935,Norway,NOR,2017-01-03,31.53
63936,Norway,NOR,2017-01-04,30.87
63937,Norway,NOR,2017-01-05,36.18
63938,Norway,NOR,2017-01-06,30.89
63939,Norway,NOR,2017-01-07,29.99
63940,Norway,NOR,2017-01-08,30.2
63941,Norway,NOR,2017-01-09,30.03
63942,Norway,NOR,2017-01-10,29.36
63943,Norway,NOR,2017-01-11,27.78
63944,Norway,NOR,2017-01-12,28.38
63945,Norway,NOR,2017-01-13,31.56
63946,Norway,NOR,2017-01-14,29.78
63947,Norway,NOR,2017-01-15,29.98
63948,Norway,NOR,2017-01-16,36.58
63949,Norway,NOR,2017-01-17,31.45
63950,Norway,NOR,2017-01-18,28.96
63951,Norway,NOR,2017-01-19,28.24
63952,Norway,NOR,2017-01-20,27.95
63953,Norway,NOR,2017-01-21,27.91
63954,Norway,NOR,2017-01-22,28.19
63955,Norway,NOR,2017-01-23,28.78
63956,Norway,NOR,2017-01-24,29.91
63957,Norway,NOR,2017-01-25,28.97
63958,Norway,NOR,2017-01-26,29.12
63959,Norway,NOR,2017-01-27,29.6
63960,Norway,NOR,2017-01-28,28.55
63961,Norway,NOR,2017-01-29,27.91
63962,Norway,NOR,2017-01-30,29.68
63963,Norway,NOR,2017-01-31,30.06
63964,Norway,NOR,2017-02-01,30.11
63965,Norway,NOR,2017-02-02,30.84
63966,Norway,NOR,2017-02-03,31.33
63967,Norway,NOR,2017-02-04,30.93
63968,Norway,NOR,2017-02-05,30.81
63969,Norway,NOR,2017-02-06,31.89
63970,Norway,NOR,2017-02-07,33.89
63971,Norway,NOR,2017-02-08,37.02
63972,Norway,NOR,2017-02-09,38.32
63973,Norway,NOR,2017-02-10,35.2
63974,Norway,NOR,2017-02-11,31.27
63975,Norway,NOR,2017-02-12,30.69
63976,Norway,NOR,2017-02-13,32.09
63977,Norway,NOR,2017-02-14,32.0
63978,Norway,NOR,2017-02-15,33.47
63979,Norway,NOR,2017-02-16,30.53
63980,Norway,NOR,2017-02-17,30.59
63981,Norway,NOR,2017-02-18,29.51
63982,Norway,NOR,2017-02-19,29.12
63983,Norway,NOR,2017-02-20,29.91
63984,Norway,NOR,2017-02-21,29.99
63985,Norway,NOR,2017-02-22,29.23
63986,Norway,NOR,2017-02-23,30.13
63987,Norway,NOR,2017-02-24,30.31
63988,Norway,NOR,2017-02-25,29.54
63989,Norway,NOR,2017-02-26,28.95
63990,Norway,NOR,2017-02-27,29.89
63991,Norway,NOR,2017-02-28,29.54
63992,Norway,NOR,2017-03-01,30.27
63993,Norway,NOR,2017-03-02,30.25
63994,Norway,NOR,2017-03-03,30.72
63995,Norway,NOR,2017-03-04,29.77
63996,Norway,NOR,2017-03-05,29.64
63997,Norway,NOR,2017-03-06,32.02
63998,Norway,NOR,2017-03-07,39.23
63999,Norway,NOR,2017-03-08,32.45
64000,Norway,NOR,2017-03-09,31.28
64001,Norway,NOR,2017-03-10,30.77
64002,Norway,NOR,2017-03-11,29.88
64003,Norway,NOR,2017-03-12,28.4
64004,Norway,NOR,2017-03-13,30.63
64005,Norway,NOR,2017-03-14,29.32
64006,Norway,NOR,2017-03-15,29.12
64007,Norway,NOR,2017-03-16,29.67
64008,Norway,NOR,2017-03-17,28.64
64009,Norway,NOR,2017-03-18,28.66
64010,Norway,NOR,2017-03-19,28.59
64011,Norway,NOR,2017-03-20,30.26
64012,Norway,NOR,2017-03-21,29.0
64013,Norway,NOR,2017-03-22,29.71
64014,Norway,NOR,2017-03-23,30.59
64015,Norway,NOR,2017-03-24,30.22
64016,Norway,NOR,2017-03-25,27.83
64017,Norway,NOR,2017-03-26,27.54
64018,Norway,NOR,2017-03-27,28.99
64019,Norway,NOR,2017-03-28,29.87
64020,Norway,NOR,2017-03-29,29.77
64021,Norway,NOR,2017-03-30,29.29
64022,Norway,NOR,2017-03-31,28.94
64023,Norway,NOR,2017-04-01,27.01
64024,Norway,NOR,2017-04-02,27.06
64025,Norway,NOR,2017-04-03,29.31
64026,Norway,NOR,2017-04-04,27.83
64027,Norway,NOR,2017-04-05,26.96
64028,Norway,NOR,2017-04-06,27.61
64029,Norway,NOR,2017-04-07,27.76
64030,Norway,NOR,2017-04-08,27.66
64031,Norway,NOR,2017-04-09,26.14
64032,Norway,NOR,2017-04-10,26.1
64033,Norway,NOR,2017-04-11,26.34
64034,Norway,NOR,2017-04-12,26.97
64035,Norway,NOR,2017-04-13,27.08
64036,Norway,NOR,2017-04-14,27.77
64037,Norway,NOR,2017-04-15,27.52
64038,Norway,NOR,2017-04-16,28.25
64039,Norway,NOR,2017-04-17,28.19
64040,Norway,NOR,2017-04-18,32.08
64041,Norway,NOR,2017-04-19,33.42
64042,Norway,NOR,2017-04-20,28.97
64043,Norway,NOR,2017-04-21,27.94
64044,Norway,NOR,2017-04-22,27.77
64045,Norway,NOR,2017-04-23,28.08
64046,Norway,NOR,2017-04-24,30.43
64047,Norway,NOR,2017-04-25,33.4
64048,Norway,NOR,2017-04-26,35.7
64049,Norway,NOR,2017-04-27,34.23
64050,Norway,NOR,2017-04-28,32.99
64051,Norway,NOR,2017-04-29,29.95
64052,Norway,NOR,2017-04-30,28.11
64053,Norway,NOR,2017-05-01,28.0
64054,Norway,NOR,2017-05-02,30.16
64055,Norway,NOR,2017-05-03,30.02
64056,Norway,NOR,2017-05-04,29.36
64057,Norway,NOR,2017-05-05,29.94
64058,Norway,NOR,2017-05-06,29.45
64059,Norway,NOR,2017-05-07,28.09
64060,Norway,NOR,2017-05-08,30.44
64061,Norway,NOR,2017-05-09,33.2
64062,Norway,NOR,2017-05-10,34.63
64063,Norway,NOR,2017-05-11,32.42
64064,Norway,NOR,2017-05-12,30.85
64065,Norway,NOR,2017-05-13,29.65
64066,Norway,NOR,2017-05-14,28.37
64067,Norway,NOR,2017-05-15,30.89
64068,Norway,NOR,2017-05-16,29.37
64069,Norway,NOR,2017-05-17,27.07
64070,Norway,NOR,2017-05-18,27.03
64071,Norway,NOR,2017-05-19,27.6
64072,Norway,NOR,2017-05-20,23.59
64073,Norway,NOR,2017-05-21,19.0
64074,Norway,NOR,2017-05-22,27.11
64075,Norway,NOR,2017-05-23,26.27
64076,Norway,NOR,2017-05-24,25.73
64077,Norway,NOR,2017-05-25,24.69
64078,Norway,NOR,2017-05-26,26.28
64079,Norway,NOR,2017-05-27,24.52
64080,Norway,NOR,2017-05-28,21.3
64081,Norway,NOR,2017-05-29,27.55
64082,Norway,NOR,2017-05-30,28.42
64083,Norway,NOR,2017-05-31,25.75
64084,Norway,NOR,2017-06-01,27.05
64085,Norway,NOR,2017-06-02,28.43
64086,Norway,NOR,2017-06-03,26.42
64087,Norway,NOR,2017-06-04,24.49
64088,Norway,NOR,2017-06-05,24.86
64089,Norway,NOR,2017-06-06,20.43
64090,Norway,NOR,2017-06-07,18.34
64091,Norway,NOR,2017-06-08,23.65
64092,Norway,NOR,2017-06-09,25.96
64093,Norway,NOR,2017-06-10,24.65
64094,Norway,NOR,2017-06-11,20.99
64095,Norway,NOR,2017-06-12,21.91
64096,Norway,NOR,2017-06-13,22.81
64097,Norway,NOR,2017-06-14,25.62
64098,Norway,NOR,2017-06-15,25.1
64099,Norway,NOR,2017-06-16,22.66
64100,Norway,NOR,2017-06-17,22.25
64101,Norway,NOR,2017-06-18,23.64
64102,Norway,NOR,2017-06-19,24.67
64103,Norway,NOR,2017-06-20,24.34
64104,Norway,NOR,2017-06-21,24.57
64105,Norway,NOR,2017-06-22,25.37
64106,Norway,NOR,2017-06-23,24.5
64107,Norway,NOR,2017-06-24,22.46
64108,Norway,NOR,2017-06-25,19.83
64109,Norway,NOR,2017-06-26,22.66
64110,Norway,NOR,2017-06-27,23.7
64111,Norway,NOR,2017-06-28,23.53
64112,Norway,NOR,2017-06-29,23.14
64113,Norway,NOR,2017-06-30,23.06
64114,Norway,NOR,2017-07-01,23.46
64115,Norway,NOR,2017-07-02,22.8
64116,Norway,NOR,2017-07-03,23.84
64117,Norway,NOR,2017-07-04,24.22
64118,Norway,NOR,2017-07-05,24.72
64119,Norway,NOR,2017-07-06,25.27
64120,Norway,NOR,2017-07-07,26.07
64121,Norway,NOR,2017-07-08,25.8
64122,Norway,NOR,2017-07-09,25.66
64123,Norway,NOR,2017-07-10,25.53
64124,Norway,NOR,2017-07-11,25.6
64125,Norway,NOR,2017-07-12,25.53
64126,Norway,NOR,2017-07-13,25.28
64127,Norway,NOR,2017-07-14,25.24
64128,Norway,NOR,2017-07-15,24.23
64129,Norway,NOR,2017-07-16,24.14
64130,Norway,NOR,2017-07-17,24.72
64131,Norway,NOR,2017-07-18,24.68
64132,Norway,NOR,2017-07-19,24.92
64133,Norway,NOR,2017-07-20,25.92
64134,Norway,NOR,2017-07-21,25.96
64135,Norway,NOR,2017-07-22,24.83
64136,Norway,NOR,2017-07-23,24.24
64137,Norway,NOR,2017-07-24,25.35
64138,Norway,NOR,2017-07-25,25.34
64139,Norway,NOR,2017-07-26,25.56
64140,Norway,NOR,2017-07-27,26.71
64141,Norway,NOR,2017-07-28,26.4
64142,Norway,NOR,2017-07-29,22.4
64143,Norway,NOR,2017-07-30,23.88
64144,Norway,NOR,2017-07-31,26.03
64145,Norway,NOR,2017-08-01,26.14
64146,Norway,NOR,2017-08-02,26.24
64147,Norway,NOR,2017-08-03,25.27
64148,Norway,NOR,2017-08-04,24.01
64149,Norway,NOR,2017-08-05,23.62
64150,Norway,NOR,2017-08-06,20.93
64151,Norway,NOR,2017-08-07,25.55
64152,Norway,NOR,2017-08-08,25.46
64153,Norway,NOR,2017-08-09,24.87
64154,Norway,NOR,2017-08-10,25.21
64155,Norway,NOR,2017-08-11,25.19
64156,Norway,NOR,2017-08-12,23.06
64157,Norway,NOR,2017-08-13,22.01
64158,Norway,NOR,2017-08-14,25.61
64159,Norway,NOR,2017-08-15,25.52
64160,Norway,NOR,2017-08-16,25.68
64161,Norway,NOR,2017-08-17,24.89
64162,Norway,NOR,2017-08-18,25.09
64163,Norway,NOR,2017-08-19,24.27
64164,Norway,NOR,2017-08-20,23.71
64165,Norway,NOR,2017-08-21,25.76
64166,Norway,NOR,2017-08-22,26.51
64167,Norway,NOR,2017-08-23,27.14
64168,Norway,NOR,2017-08-24,27.86
64169,Norway,NOR,2017-08-25,28.31
64170,Norway,NOR,2017-08-26,28.6
64171,Norway,NOR,2017-08-27,28.89
64172,Norway,NOR,2017-08-28,29.84
64173,Norway,NOR,2017-08-29,30.68
64174,Norway,NOR,2017-08-30,30.93
64175,Norway,NOR,2017-08-31,32.01
64176,Norway,NOR,2017-09-01,31.67
64177,Norway,NOR,2017-09-02,31.15
64178,Norway,NOR,2017-09-03,30.77
64179,Norway,NOR,2017-09-04,31.22
64180,Norway,NOR,2017-09-05,31.28
64181,Norway,NOR,2017-09-06,30.46
64182,Norway,NOR,2017-09-07,30.55
64183,Norway,NOR,2017-09-08,29.93
64184,Norway,NOR,2017-09-09,29.57
64185,Norway,NOR,2017-09-10,27.74
64186,Norway,NOR,2017-09-11,27.84
64187,Norway,NOR,2017-09-12,29.15
64188,Norway,NOR,2017-09-13,27.82
64189,Norway,NOR,2017-09-14,29.77
64190,Norway,NOR,2017-09-15,30.64
64191,Norway,NOR,2017-09-16,31.21
64192,Norway,NOR,2017-09-17,31.05
64193,Norway,NOR,2017-09-18,31.67
64194,Norway,NOR,2017-09-19,31.48
64195,Norway,NOR,2017-09-20,31.37
64196,Norway,NOR,2017-09-21,31.11
64197,Norway,NOR,2017-09-22,30.97
64198,Norway,NOR,2017-09-23,30.6
64199,Norway,NOR,2017-09-24,30.49
64200,Norway,NOR,2017-09-25,30.79
64201,Norway,NOR,2017-09-26,31.23
64202,Norway,NOR,2017-09-27,31.34
64203,Norway,NOR,2017-09-28,30.69
64204,Norway,NOR,2017-09-29,29.61
64205,Norway,NOR,2017-09-30,27.4
64206,Norway,NOR,2017-10-01,25.88
64207,Norway,NOR,2017-10-02,23.33
64208,Norway,NOR,2017-10-03,24.09
64209,Norway,NOR,2017-10-04,22.98
64210,Norway,NOR,2017-10-05,25.98
64211,Norway,NOR,2017-10-06,28.87
64212,Norway,NOR,2017-10-07,27.54
64213,Norway,NOR,2017-10-08,28.41
64214,Norway,NOR,2017-10-09,31.07
64215,Norway,NOR,2017-10-10,29.99
64216,Norway,NOR,2017-10-11,29.59
64217,Norway,NOR,2017-10-12,28.39
64218,Norway,NOR,2017-10-13,29.15
64219,Norway,NOR,2017-10-14,26.75
64220,Norway,NOR,2017-10-15,26.2
64221,Norway,NOR,2017-10-16,27.33
64222,Norway,NOR,2017-10-17,27.28
64223,Norway,NOR,2017-10-18,28.17
64224,Norway,NOR,2017-10-19,29.37
64225,Norway,NOR,2017-10-20,29.42
64226,Norway,NOR,2017-10-21,28.8
64227,Norway,NOR,2017-10-22,28.82
64228,Norway,NOR,2017-10-23,30.45
64229,Norway,NOR,2017-10-24,29.72
64230,Norway,NOR,2017-10-25,28.57
64231,Norway,NOR,2017-10-26,29.01
64232,Norway,NOR,2017-10-27,27.75
64233,Norway,NOR,2017-10-28,25.24
64234,Norway,NOR,2017-10-29,23.8
64235,Norway,NOR,2017-10-30,28.6
64236,Norway,NOR,2017-10-31,30.18
64237,Norway,NOR,2017-11-01,28.42
64238,Norway,NOR,2017-11-02,27.74
64239,Norway,NOR,2017-11-03,28.82
64240,Norway,NOR,2017-11-04,27.66
64241,Norway,NOR,2017-11-05,27.43
64242,Norway,NOR,2017-11-06,29.55
64243,Norway,NOR,2017-11-07,30.45
64244,Norway,NOR,2017-11-08,30.69
64245,Norway,NOR,2017-11-09,29.29
64246,Norway,NOR,2017-11-10,29.23
64247,Norway,NOR,2017-11-11,28.79
64248,Norway,NOR,2017-11-12,30.03
64249,Norway,NOR,2017-11-13,31.96
64250,Norway,NOR,2017-11-14,31.8
64251,Norway,NOR,2017-11-15,31.12
64252,Norway,NOR,2017-11-16,30.68
64253,Norway,NOR,2017-11-17,29.26
64254,Norway,NOR,2017-11-18,28.35
64255,Norway,NOR,2017-11-19,28.65
64256,Norway,NOR,2017-11-20,35.26
64257,Norway,NOR,2017-11-21,37.92
64258,Norway,NOR,2017-11-22,30.88
64259,Norway,NOR,2017-11-23,28.77
64260,Norway,NOR,2017-11-24,30.96
64261,Norway,NOR,2017-11-25,30.3
64262,Norway,NOR,2017-11-26,28.62
64263,Norway,NOR,2017-11-27,32.53
64264,Norway,NOR,2017-11-28,37.08
64265,Norway,NOR,2017-11-29,48.16
64266,Norway,NOR,2017-11-30,44.14
64267,Norway,NOR,2017-12-01,39.07
64268,Norway,NOR,2017-12-02,30.37
64269,Norway,NOR,2017-12-03,29.14
64270,Norway,NOR,2017-12-04,34.03
64271,Norway,NOR,2017-12-05,30.51
64272,Norway,NOR,2017-12-06,31.06
64273,Norway,NOR,2017-12-07,28.32
64274,Norway,NOR,2017-12-08,28.25
64275,Norway,NOR,2017-12-09,27.37
64276,Norway,NOR,2017-12-10,28.36
64277,Norway,NOR,2017-12-11,39.67
64278,Norway,NOR,2017-12-12,31.92
64279,Norway,NOR,2017-12-13,29.4
64280,Norway,NOR,2017-12-14,30.5
64281,Norway,NOR,2017-12-15,36.73
64282,Norway,NOR,2017-12-16,30.91
64283,Norway,NOR,2017-12-17,30.24
64284,Norway,NOR,2017-12-18,38.04
64285,Norway,NOR,2017-12-19,41.56
64286,Norway,NOR,2017-12-20,31.15
64287,Norway,NOR,2017-12-21,29.3
64288,Norway,NOR,2017-12-22,28.93
64289,Norway,NOR,2017-12-23,25.0
64290,Norway,NOR,2017-12-24,25.96
64291,Norway,NOR,2017-12-25,26.04
64292,Norway,NOR,2017-12-26,26.0
64293,Norway,NOR,2017-12-27,30.4
64294,Norway,NOR,2017-12-28,31.26
64295,Norway,NOR,2017-12-29,28.68
64296,Norway,NOR,2017-12-30,26.97
64297,Norway,NOR,2017-12-31,26.71
64298,Norway,NOR,2018-01-01,26.03
64299,Norway,NOR,2018-01-02,31.84
64300,Norway,NOR,2018-01-03,28.66
64301,Norway,NOR,2018-01-04,32.0
64302,Norway,NOR,2018-01-05,31.22
64303,Norway,NOR,2018-01-06,30.99
64304,Norway,NOR,2018-01-07,28.44
64305,Norway,NOR,2018-01-08,31.8
64306,Norway,NOR,2018-01-09,30.38
64307,Norway,NOR,2018-01-10,40.0
64308,Norway,NOR,2018-01-11,42.16
64309,Norway,NOR,2018-01-12,35.11
64310,Norway,NOR,2018-01-13,30.91
64311,Norway,NOR,2018-01-14,29.7
64312,Norway,NOR,2018-01-15,29.39
64313,Norway,NOR,2018-01-16,31.54
64314,Norway,NOR,2018-01-17,33.3
64315,Norway,NOR,2018-01-18,35.78
64316,Norway,NOR,2018-01-19,39.66
64317,Norway,NOR,2018-01-20,32.15
64318,Norway,NOR,2018-01-21,32.06
64319,Norway,NOR,2018-01-22,38.7
64320,Norway,NOR,2018-01-23,34.05
64321,Norway,NOR,2018-01-24,28.79
64322,Norway,NOR,2018-01-25,29.71
64323,Norway,NOR,2018-01-26,32.15
64324,Norway,NOR,2018-01-27,30.9
64325,Norway,NOR,2018-01-28,28.12
64326,Norway,NOR,2018-01-29,29.59
64327,Norway,NOR,2018-01-30,32.18
64328,Norway,NOR,2018-01-31,29.75
64329,Norway,NOR,2018-02-01,30.88
64330,Norway,NOR,2018-02-02,35.2
64331,Norway,NOR,2018-02-03,34.07
64332,Norway,NOR,2018-02-04,33.39
64333,Norway,NOR,2018-02-05,43.59
64334,Norway,NOR,2018-02-06,45.62
64335,Norway,NOR,2018-02-07,43.7
64336,Norway,NOR,2018-02-08,38.35
64337,Norway,NOR,2018-02-09,32.25
64338,Norway,NOR,2018-02-10,32.0
64339,Norway,NOR,2018-02-11,29.68
64340,Norway,NOR,2018-02-12,31.52
64341,Norway,NOR,2018-02-13,36.79
64342,Norway,NOR,2018-02-14,35.29
64343,Norway,NOR,2018-02-15,32.75
64344,Norway,NOR,2018-02-16,36.21
64345,Norway,NOR,2018-02-17,38.09
64346,Norway,NOR,2018-02-18,36.12
64347,Norway,NOR,2018-02-19,43.0
64348,Norway,NOR,2018-02-20,45.85
64349,Norway,NOR,2018-02-21,43.85
64350,Norway,NOR,2018-02-22,45.32
64351,Norway,NOR,2018-02-23,42.66
64352,Norway,NOR,2018-02-24,38.2
64353,Norway,NOR,2018-02-25,38.5
64354,Norway,NOR,2018-02-26,45.71
64355,Norway,NOR,2018-02-27,42.12
64356,Norway,NOR,2018-02-28,42.85
64357,Norway,NOR,2018-03-01,72.63
64358,Norway,NOR,2018-03-02,48.07
64359,Norway,NOR,2018-03-03,42.11
64360,Norway,NOR,2018-03-04,40.82
64361,Norway,NOR,2018-03-05,52.07
64362,Norway,NOR,2018-03-06,48.53
64363,Norway,NOR,2018-03-07,47.06
64364,Norway,NOR,2018-03-08,40.09
64365,Norway,NOR,2018-03-09,40.38
64366,Norway,NOR,2018-03-10,37.28
64367,Norway,NOR,2018-03-11,36.34
64368,Norway,NOR,2018-03-12,42.61
64369,Norway,NOR,2018-03-13,41.9
64370,Norway,NOR,2018-03-14,47.45
64371,Norway,NOR,2018-03-15,43.18
64372,Norway,NOR,2018-03-16,40.79
64373,Norway,NOR,2018-03-17,37.97
64374,Norway,NOR,2018-03-18,37.49
64375,Norway,NOR,2018-03-19,42.6
64376,Norway,NOR,2018-03-20,43.42
64377,Norway,NOR,2018-03-21,42.19
64378,Norway,NOR,2018-03-22,41.13
64379,Norway,NOR,2018-03-23,45.86
64380,Norway,NOR,2018-03-24,40.18
64381,Norway,NOR,2018-03-25,39.88
64382,Norway,NOR,2018-03-26,47.88
64383,Norway,NOR,2018-03-27,45.77
64384,Norway,NOR,2018-03-28,44.24
64385,Norway,NOR,2018-03-29,40.84
64386,Norway,NOR,2018-03-30,40.83
64387,Norway,NOR,2018-03-31,39.97
64388,Norway,NOR,2018-04-01,39.21
64389,Norway,NOR,2018-04-02,39.78
64390,Norway,NOR,2018-04-03,43.14
64391,Norway,NOR,2018-04-04,42.49
64392,Norway,NOR,2018-04-05,42.32
64393,Norway,NOR,2018-04-06,40.72
64394,Norway,NOR,2018-04-07,39.37
64395,Norway,NOR,2018-04-08,39.46
64396,Norway,NOR,2018-04-09,43.18
64397,Norway,NOR,2018-04-10,40.34
64398,Norway,NOR,2018-04-11,40.68
64399,Norway,NOR,2018-04-12,40.21
64400,Norway,NOR,2018-04-13,39.62
64401,Norway,NOR,2018-04-14,39.31
64402,Norway,NOR,2018-04-15,39.76
64403,Norway,NOR,2018-04-16,45.35
64404,Norway,NOR,2018-04-17,42.39
64405,Norway,NOR,2018-04-18,41.42
64406,Norway,NOR,2018-04-19,39.62
64407,Norway,NOR,2018-04-20,36.46
64408,Norway,NOR,2018-04-21,32.41
64409,Norway,NOR,2018-04-22,34.78
64410,Norway,NOR,2018-04-23,35.5
64411,Norway,NOR,2018-04-24,35.37
64412,Norway,NOR,2018-04-25,36.81
64413,Norway,NOR,2018-04-26,36.64
64414,Norway,NOR,2018-04-27,37.13
64415,Norway,NOR,2018-04-28,35.78
64416,Norway,NOR,2018-04-29,34.77
64417,Norway,NOR,2018-04-30,32.89
64418,Norway,NOR,2018-05-01,31.97
64419,Norway,NOR,2018-05-02,37.09
64420,Norway,NOR,2018-05-03,36.66
64421,Norway,NOR,2018-05-04,36.81
64422,Norway,NOR,2018-05-05,32.1
64423,Norway,NOR,2018-05-06,25.74
64424,Norway,NOR,2018-05-07,32.16
64425,Norway,NOR,2018-05-08,28.86
64426,Norway,NOR,2018-05-09,24.17
64427,Norway,NOR,2018-05-10,19.05
64428,Norway,NOR,2018-05-11,29.8
64429,Norway,NOR,2018-05-12,29.93
64430,Norway,NOR,2018-05-13,18.47
64431,Norway,NOR,2018-05-14,33.52
64432,Norway,NOR,2018-05-15,35.32
64433,Norway,NOR,2018-05-16,34.05
64434,Norway,NOR,2018-05-17,30.7
64435,Norway,NOR,2018-05-18,34.52
64436,Norway,NOR,2018-05-19,34.49
64437,Norway,NOR,2018-05-20,24.85
64438,Norway,NOR,2018-05-21,30.8
64439,Norway,NOR,2018-05-22,38.57
64440,Norway,NOR,2018-05-23,39.51
64441,Norway,NOR,2018-05-24,39.21
64442,Norway,NOR,2018-05-25,39.84
64443,Norway,NOR,2018-05-26,38.79
64444,Norway,NOR,2018-05-27,37.62
64445,Norway,NOR,2018-05-28,40.48
64446,Norway,NOR,2018-05-29,41.47
64447,Norway,NOR,2018-05-30,41.9
64448,Norway,NOR,2018-05-31,42.67
64449,Norway,NOR,2018-06-01,43.61
64450,Norway,NOR,2018-06-02,42.36
64451,Norway,NOR,2018-06-03,41.97
64452,Norway,NOR,2018-06-04,43.33
64453,Norway,NOR,2018-06-05,45.39
64454,Norway,NOR,2018-06-06,46.38
64455,Norway,NOR,2018-06-07,47.28
64456,Norway,NOR,2018-06-08,47.99
64457,Norway,NOR,2018-06-09,45.98
64458,Norway,NOR,2018-06-10,45.96
64459,Norway,NOR,2018-06-11,46.32
64460,Norway,NOR,2018-06-12,46.72
64461,Norway,NOR,2018-06-13,47.05
64462,Norway,NOR,2018-06-14,45.81
64463,Norway,NOR,2018-06-15,44.94
64464,Norway,NOR,2018-06-16,43.85
64465,Norway,NOR,2018-06-17,42.9
